name;url;description;pub_date;authors;cobertura-geografica;countries;federatives;cities;email;type_artigo;type_materia_jornalistica;type_aplicativo_plataforma;type_painel;type_conjunto_de_dados;type_inteligencia_artificial;type_estudo;type_bot;type_outro;topics_agricultura_extrativismo_pesca;topics_assistencia_desenvolvimento_social;topics_ciencia_informacao_comunicacao;topics_comercio_servicos_turismo;topics_cultura_lazer_esporte;topics_dados_estrategicos;topics_defesa_seguranca;topics_economia_financas;topics_educacao;topics_energia;topics_equipamentos_publicos;topics_geografia;topics_governo_politica;topics_habitacao_saneamento_urbanismo;topics_industria;topics_justica_legislacao;topics_meio_ambiente;topics_plano_plurianual;topics_relacoes_internacionais;topics_saude;topics_trabalho;topics_transportes_transito;tags;url_source;url_image;data_name;data_institution;data_url;data_periodical;continuar;data_name_2;data_institution_2;data_url_2;data_periodical_2;segunda_repeticao;data_name_3;data_institution_3;data_url_3;data_periodical_3;terceira_repeticao;data_name_4;data_institution_4;data_url_4;data_periodical_4;quarta_repeticao;data_name_5;data_institution_5;data_url_5;data_periodical_5;quinta_repeticao;data_name_6;data_institution_6;data_url_6;data_periodical_6;sexta_repeticao;data_name_7;data_institution_7;data_url_7;data_periodical_7;setima_repeticao;data_name_8;data_institution_8;data_url_8;data_periodical_8;oitava_repeticao;data_name_9;data_institution_9;data_url_9;data_periodical_9;nona_repeticao;data_name_10;data_institution_10;data_url_10;data_periodical_10;comment
Eleições Municipais 2024: qual é o posicionamento dos eleitos na Amazônia em relação ao meio ambiente?;https://infoamazonia.org/2024/10/31/eleicoes-municipais-2024-qual-e-o-posicionamento-dos-eleitos-na-amazonia-em-relacao-ao-meio-ambiente/;A reportagem analisa o posicionamento ambiental dos prefeitos e vereadores eleitos em 772 municípios da Amazônia Legal nas eleições de 2024. A partir de dados do Tribunal Superior Eleitoral (TSE) e do Índice de Convergência Ambiental total (ICAt), desenvolvido pelo Instituto Democracia e Sustentabilidade (IDS), o levantamento avalia o grau de alinhamento dos partidos e candidatos com pautas ambientais, com base no histórico de votações no Congresso., , , , Além disso, a metodologia da InfoAmazonia compara os índices dos prefeitos com a média dos vereadores eleitos em cada município, revelando o nível de compromisso ambiental dos novos governos locais.;31/10/2024;"Carolina Passos; Renata Hirota; Carolina Dantas; Thays Lavor; Juliana Mori";unidades-federativas;;AC, AP, AM, MA, MT, PA, RO, RR, TO;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;"Eleições Municipais; Amazônia Legal; mudanças climáticas; agenda ambiental";https://;https://drive.google.com/file/d/1x8wuu2EaWs8U_6CpsQKY51WQzcI7KojJ/view?usp=sharing;Índice de Convergência Ambiental total (ICAt);Instituto Democracia e Sustentabilidade (IDS);https://viradaparlamentar.org.br/parlamentares/?;2;1;Resultados das Eleições Municipais de 2024 - Amazônia Legal;TSE;https://resultados.tse.jus.br/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Violência contra homens trans cresce 161% em cinco anos;https://www.generonumero.media/violencia-homens-trans/;A reportagem revela um crescimento expressivo de 161% nas notificações de violência contra homens trans no Brasil entre 2019 e 2023, com base em dados inéditos do Sistema de Informação de Agravos de Notificação (Sinan)., , Com dados desagregados por região, raça, faixa etária e local da ocorrência, a reportagem propõe uma leitura interseccional e crítica, e destaca a urgência de políticas públicas específicas e de maior reconhecimento social das violências enfrentadas por homens trans, uma população ainda negligenciada pelo Estado e pela sociedade.;28/01/2025;"Victória Sacagami. Bruna Diego Nunes; Vitória Régia da Silva; Marilia Ferrari; Lola Ferreira";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"violência de gênero; homens trans; transfobia";https://;https://www.generonumero.media/wp-content/uploads/2025/01/banner-visibilidade-trans.png;Notificações de Violência contra Homens Trans;Sistema de Informação de Agravos de Notificação (Sinan);https://portalsinan.saude.gov.br/downloads;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Mulheres nas Câmaras Municipais - Sete eleições e poucos avanços;https://www.generonumero.media/eleitas-2000-2024/;A partir dos dados sobre mulheres candidatas e eleitas a Câmaras Municipais retirados do site de dados Abertos do Tribunal Superior Eleitoral (TSE), a matéria analisa a evolução da participação feminina nos cargos eletivos proporcionais (como vereadoras em municípios) desde a implementação da cota de gênero em 1997.;16/10/2024;"Aline Gatto Boueri; Victória Sacagami; Diego Nunes da Rocha; Vitória Régia da Silva; Marilia Ferrari";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"gênero; mulheres na política; eleições municipais; cotas de gênero; representação";https://;https://drive.google.com/file/d/1nHthU1TTc57v8ze7U5nSebFhdcCwXWMp/view?usp=sharing;Mulheres Candidatas e Eleitas - Câmaras Municipais (2000-2024);TSE;https://dadosabertos.tse.jus.br/organization/tse-agel;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Violência contra mulheres indígenas mais do que triplica em uma década;https://www.generonumero.media/violencia-contra-mulheres-indigenas/;A partir de um levantamento baseado em dados oficiais do DataSUS e do Sistema de Informação de Agravos de Notificação (SINAN), a reportagem da Gênero e Número revela que, entre 2014 e 2023, os casos de violência contra mulheres indígenas no Brasil mais do que triplicaram, com um aumento de 258%, superando o crescimento da violência contra mulheres em geral no mesmo período.;08/05/2025;"Victória Sacagami; Diego Nunes da Rocha; Bruna de Lara; Vitória Régia da Silva";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;"violência de gênero; mulheres indígenas; violência física; violência psicológica; violência sexual";https://;https://www.generonumero.media/wp-content/uploads/2025/05/250429-violencia-mulheres-indigenas-1-1024x512.png;Violência contra mulher (2014-2023);Sistema de Informação de Agravos de Notificação (Sinan);https://datasus.saude.gov.br/transferencia-de-arquivos/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Incidentes com IAs explodiram desde 2016;https://nucleo.jor.br/especiais/2025-03-20-incidentes-ia/;O Núcleo Jornalismo analisou uma série histórica de incidentes e falhas envolvendo inteligência artificial no mundo em busca dos principais padrões. O repositório aberto é da AIAAIC (sigla para AI, Algorithmic and Automation Incidents and Controversies), uma iniciativa que monitora falhas e promove transparência em sistemas de IA, algoritmos e automação. Essa é a primeira base de dados aberta dedicada ao tema.;20/03/2025;"Sofia Schurig; Rodolfo Almeida; Alexandre Orrico";mundial;;;;;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"Inteligência Artificial; falhas; incidentes; problemas";https://;https://nucleo.jor.br/content/images/2025/02/Teaser-copy-3.png;Incidentes ligados a Inteligência Artificial (IA);AI, Algorithmic and Automation Incidents and Controversies (AIAAIC);https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents;2;1;Lançamentos de modelos de IA por ano;Epoch AI;https://epoch.ai/data/ai-models;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
O Cerrado e a incrível jornada das águas;https://ambiental.media/cerrado-jornada-das-aguas;Trata-se de uma reportagem ilustrada e interativa que revela, por meio de dados, ciência e arte visual, o papel fundamental do Cerrado no ciclo hidrológico que abastece boa parte do Brasil e do continente.;11/09/2025;"Letícia Klein; Luiz Iria; Miguel Vilela; Ronaldo Ribeiro; Sofia Beiras; Lucas Alves; Rodolfo Almeida; Thiago Medaglia";paises;Brasil;;;"leticiamklein@gmail.com; contato@luiziriainfographics.com; miguel@ambiental.media; ronaldo.ribeiro100@gmail.com; sof.beiras@gmail.com; rodolfoalmd@gmail.com; lucas@ambiental.media; thiago@ambiental.media";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"Cerrado; ciclo hidrológico; Amazônia; águas";https://;https://www.google.com/url?sa=i&url=https%3A%2F%2Fambiental.media%2F&psig=AOvVaw2FwdHnV-Gvo3_fbD5duXnQ&ust=1758303964698000&source=images&cd=vfe&opi=89978449&ved=0CBUQjRxqFwoTCIC6oO3u4o8DFQAAAAAdAAAAABAK;Incrementos de Desmatamento - Cerrado;INPE;https://terrabrasilis.dpi.inpe.br/app/dashboard/deforestation/biomes/cerrado/increments;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Como enfrentamos as doenças tropicais negligenciadas;https://www.nexojornal.com.br/especial/2024/09/12/dengue-doenca-de-chagas-e-outras-doencas-tropicais-como-combater;As Doenças Tropicais Negligenciadas afetam principalmente populações pobres em países tropicais de baixa e média renda, onde o acesso à saúde é limitado. Este conteúdo especial explica o que são essas patologias, abordando seu determinante social e a busca por soluções. O material combina infográficos, ilustrações, textos, interatividade e entrevistas.;12/09/2024;"Gabriel Zanlorenssi; Giovanna Hemerly";mundial;;;;gabrielzanlorenssi@gmail.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;"doenças tropicais  negligenciadas; desigualdades; pobreza";https://;https://drive.google.com/file/d/1eOzoP3IEUtZZM-tnVAYGpUK82yw-Rajp/view?usp=sharing;Doenças Tropicais Negligenciadas;Global Change Data Lab;https://ourworldindata.org/data?topics=Neglected+Tropical+Diseases;2;1;Doenças Tropicais Negligenciadas;Institute for Health Metrics and Evaluation;https://www.healthdata.org/research-analysis/gbd-data;2;1;G-FINDER Funding Data;Policy Cures Research;https://impact.impactglobalhealth.org/data;2;1;Doenças Tropicais Negligenciadas;World Health Organization;https://www.who.int/data/gho;2;1;Arboviroses;Ministério da Saúde;https://www.gov.br/saude/pt-br/composicao/svsa/cnie/observatorio-de-arboviroses;2;2;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
"Em 5 anos, 63% das pautas da Comissão de Meio Ambiente do Amazonas são sobre pets; crise climática, 9%";https://infoamazonia.org/2024/09/24/em-5-anos-63-das-pautas-da-comissao-de-meio-ambiente-do-amazonas-sao-sobre-pets-crise-climatica-9/;A investigação realizada entre fevereiro de 2019 e agosto de 2024, revela um alarmante descompasso nas prioridades legislativas da Comissão de Proteção aos Animais, Meio Ambiente e Desenvolvimento Sustentável da Assembleia Legislativa do Estado do Amazonas (CPAMA-Aleam). A análise considerou 140 documentos registrados no Sistema de Apoio ao Processo Legislativo da Assembleia Legislativa do Amazonas (SAPL-ALEAM).;24/09/2024;Steffanie Schmidt;unidades-federativas;;AM;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;"Comissão de Meio Ambiente (CPAMA); eventos climáticos extremos; matérias legislativas; animais domésticos";https://;https://;Histórico de Tramitações de Matérias Legislativas;Assembleia Legislativa do Amazonas (ALEAM);https://sapl.al.am.leg.br/sistema/relatorios/historico-tramitacoes;2;1;Qualidade do Ar;Universidade do Estado do Amazonas (UEA);https://appselva.com.br/;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
IBGE DIZ 72 MIL, MAS MORADORES QUESTIONAM E RELATAM SUBNOTIFICAÇÃO NO CENSO 2022;https://falaroca.com/ibge-rocinha-censo-subnotificacao-2022/;Os dados do IBGE são fundamentais para a formulação de políticas públicas e o planejamento de serviços essenciais no Brasil. No entanto, mesmo com os avanços tecnológicos e metodológicos, obter dados precisos sobre a população das favelas, como a Rocinha, continua sendo um desafio. Mais uma vez, os resultados do Censo 2022 apontam que a Rocinha possui cerca de 70 mil habitantes, um número que praticamente não se altera desde 2010. A discrepância entre a realidade vivida pelos moradores e os números oficiais levanta questionamentos sobre a eficácia da pesquisa e seus impactos no desenvolvimento do território.;07/06/2025;"Karen Fontoura; Fernanda Calé; Rodrigo Silva";municipios;;;Rio de Janeiro (RJ);;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;"Rocinha; favela; população; espaço urbano; aglomerados subnormais";https://;https://wikifavelas.com.br/index.php?curid=1700;População residente em favelas e comunidades urbanas;IBGE;https://censo2022.ibge.gov.br/apps/pgi/#/home/;2;1;PAC Domiciliar Rocinha;Programa de Aceleração do Crescimento (PAC);https://www.ciespi.org.br/media/files/fcea049a8ec4d511ecbe6e5141d3afd01c/ff262974dc4d611ecbe6e5141d3afd01c/4%20PAC%20Domiciliar%20Rocinha_dezembro%202009.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
10 cidades têm mais inscritos no Bolsa Família do que casas;https://www.poder360.com.br/poder-economia/10-cidades-tem-mais-inscritos-no-bolsa-familia-do-que-casas/;Compilamos informações sobre beneficiários do Bolsa Família e cruzamos com o total de casas em todas as cidades do Brasil para identificar possíveis discrepâncias ou desvios no programa social, um dos mais relevantes do mundo. Foram encontradas 10 cidades com fortes indícios de fraudes. E outras com um percentual muito elevado de residências dependentes do programa social. Pesquisadores consultados pela reportagem alertaram para problemas de fiscalização.;12/02/2025;"Rafael Barbosa; Paulo Silva Pinto";municipios;;;Serrano do Maranhão (MA), São Paulo de Olivença (AM), Autazes (AM), Fonte Boa (AM), Cachoeira Grande (MA), Melgaço (PA), Pracuúba (AP), Mocajuba (PA), Tonantins (AM), Pedro do Rosário (MA);;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"Bolsa Família; fraudes; Cadastro Único; políticas públicas";https://;https://drive.google.com/file/d/1-IauP5YAiE0qirHOtSp9NCuGzHA-u3WY/view;Censo 2022;IBGE;https://censo2022.ibge.gov.br/panorama/;2;1;Famílias Beneficiárias do Programa Bolsa Família;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome;https://dados.gov.br/dados/conjuntos-dados/bolsa-familia;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Muito além das esquinas: trans e travestis trabalhadoras sexuais no Rio de Janeiro;https://adiadorim.org/reportagens/2025/03/muito-alem-das-esquinas-trans-e-travestis-trabalhadoras-sexuais-no-rio-de-janeiro/;A reportagem aborda a dificuldade de acesso ao emprego formal por mulheres trans e travestis no Rio de Janeiro. Como consequência da discriminação e da falta de oportunidades, muitas acabam se submetendo à prostituição como alternativa de trabalho, sendo expostas a diversos tipos de violência.;13/03/2025;Francielly Barbosa;municipios;;;Rio de Janeiro (RJ);;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;"trabalhadoras sexuais; transexualidade; mercado informal";https://;https://drive.google.com/file/d/1PXSc73y4vC7c_uU9CeoEvTjpBExCJG7q/view;Realidade - População Trans no Rio de Janeiro;Secretaria Municipal de Governo e Integridade Pública (Segovi);https://prefeitura.rio/segovi/prefeitura-divulga-levantamento-sobre-realidade-da-populacao-trans-no-rio-de-janeiro/;2;1;Cadastro Geral de Empregados e Desempregados (CAGED);Ministério do Trabalho e Emprego;https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/estatisticas-trabalho/caged;2;1;Assassinatos e Violências contra Travestis e Transexuais Brasileiras (2017);Associação Nacional de Travestis e Transexuais (ANTRA);https://antrabrasil.org/wp-content/uploads/2018/02/relatc3b3rio-mapa-dos-assassinatos-2017-antra.pdf;2;1;ssassinatos e Violências contra Travestis e Transexuais Brasileiras (2024));Associação Nacional de Travestis e Transexuais (ANTRA);https://antrabrasil.org/wp-content/uploads/2025/01/dossie-antra-2025.pdf;2;1;Sistema de Informação de Agravos de Notificação (Sinan);Ministério da Saúde;http://tabnet.datasus.gov.br/cgi/deftohtm.exe?sinannet/cnv/violebr.def;2;1;Registro nacional de mortes de pessoas trans no Brasil (2024);Rede Trans Brasil;https://storage.googleapis.com/wzukusers/user-31335485/documents/0501dc081b15481d87e859646a0b8a33/Vers%C3%A3o%20corrigida%202025.pdf;2;1;Panorama Epidemiológico e Respostas ao HIV e à AIDS (2023);Ministério da Saúde;https://www.gov.br/saude/pt-br/assuntos/noticias/2023/novembro/arquivos/30-11-23_apresentacao_hiv_aids_final.pdf;2;2;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Petrobras lidera ranking de infrações ambientais no Brasil nos últimos 25 anos;https://lupa.uol.com.br/jornalismo/2025/04/01/petrobras-lidera-ranking-de-infracoes-ambientais-no-brasil-nos-ultimos-25-anos;A reportagem mostra que a Petrobras — maior empresa brasileira em valor de mercado, avaliada em R$ 500 bilhões — também lidera o ranking de infrações ambientais federais no Brasil nos últimos 25 anos. Com 2, 7 mil multas aplicadas pelo Ibama entre 2000 e 2025, a estatal foi autuada em média uma vez a cada três dias. O levantamento, baseado em 491 mil autos de infração válidos, mostra que as penalidades aplicadas à Petrobras e suas subsidiárias superam em até 12 vezes as de outros grandes infratores, como DNIT e Sanepar.;01/04/2025;"Francisco Amorim; Ítalo Rômany; Evelin Mendes";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"Petrobras; infração ambiental; Ibama; fiscalização ambiental; multas";https://;https://drive.google.com/file/d/1XnBgovEKeDHwK7IS5wJv3f_jkpSLLpOq/view;Fiscalização - Autos de Infração;Ibama;https://dados.gov.br/dados/conjuntos-dados/fiscalizacao-auto-de-infracao;2;1;GEO BRASIL 2002: perspectivas do Meio Ambiente no Brasil;Ibama;https://www.ibama.gov.br/sophia/cnia/site_cnia/geo_brasil_2002.pdf;2;1;Biomas e Sistema Costeiro-Marinho do Brasil;IBGE;https://www.ibge.gov.br/apps/biomas/pdf/Lim08_BiomSist.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Escolarização piora em Estados com alta de gastos no ensino básico;https://www.poder360.com.br/poder-economia/escolaridade-piora-em-estados-com-alta-de-gastos-no-ensino-basico/;A reportagem mostra a qualidade do gasto público com o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação (Fundeb). O cruzamento de dados exclusivos com as informações do Sidra revela que as despesas com o fundo de educação básica piorou em estados com alta nos repasses pela categoria.;01/12/2024;Gabriel Benevides;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;"Fundeb; políticas públicas; orçamento público";https://;https://;Repasses da União ao Fundeb;CGU;https://portaldatransparencia.gov.br/funcoes/12-educacao;2;1;PNAD Contínua Anual - Educação;IBGE;https://sidra.ibge.gov.br/pesquisa/pnadca/tabelas;2;1;Pacote Fiscal;Ministério da Fazenda;https://static.poder360.com.br/2024/12/revisao-economia-pacote-fiscal-ministerio-da-fazenda-20-dez-2024.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Territórios indígenas têm, em média, um médico para cada 1.183 habitantes;https://noticias.r7.com/cidades/territorios-indigenas-tem-em-media-um-medico-para-cada-1183-habitantes-14092024/;A reportagem compara o número de médicos presentes nos DSEIS (Distritos Sanitários Indígenas) com o número disponível na média brasileira, para identificar quais os desafios de se levar atendimento médico para as populações indígenas. Nessa análise descobrimos que alguns dos 34 DSEIs chegam a ter um médico para mais de 2.000 indígenas.;14/09/2024;Edis Henrique Peres;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"povos indígenas; Distritos Sanitários indígenas (DSEIs); acesso à saúde";https://;https://drive.google.com/file/d/1n1bQa6usxomcdCilzU-812iS5X7R9aqP/view;Demografia Médica;Conselho Federal de Medicina (CFM);https://observatorio.cfm.org.br/demografia/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
O que paranaenses de Brasília fazem com as Emendas PIX?;https://www.portalcomunicare.com.br/o-que-paranaenses-de-brasilia-fazem-com-as-emendas-pix/;A matéria apresenta informações sobre o uso de recursos públicos de uma categoria conhecida pela falta de transparência, a saber, as transferências especiais de parlamentares do Paraná. Com o destaque de representações visuais, instiga a análise de contradições características da distribuição de emendas parlamentares.;26/06/2025;Rafael Coelho;unidades-federativas;;PR;;rafawtc@gmail.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"Emendas Parlamentares; orçamento público; Lei Orçamentária Anual (LOA); transferências especiais";https://;https://www.portalcomunicare.com.br/wp-content/uploads/2025/06/Ativo-15pixPR1-768x711.png;Transferências Especiais;Ministério da Fazenda;https://www.tesourotransparente.gov.br/consultas/painel-das-emendas-parlamentares-individuais-e-de-bancada;2;1;Transferências Especiais;Ministério da Gestão e da Inovação em Serviços Públicos;https://especiais.transferegov.sistema.gov.br/transferencia-especial/plano-acao/consulta;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Com homenagem a Anísio Teixeira, Brasil chega à Lei 15.000;https://www12.senado.leg.br/noticias/infomaterias/2024/10/com-homenagem-a-anisio-teixeira-brasil-chega-a-lei-15.000;O trabalho realizado pela Agência Senado ao registrar e refletir sobre a promulgação da Lei 15.000 é relevante por lançar luz sobre o volume, a natureza e os desafios da produção legislativa no Brasil. Ao contextualizar a trajetória das leis ordinárias desde 1946, a reportagem contribui para uma compreensão crítica do papel do Congresso na formulação de normas e revela tensões entre quantidade e qualidade legislativa. Além disso, destaca o esforço institucional de organização e transparência do acervo normativo — como o portal normas.leg.br.;16/10/2024;Igor Brito;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;"leis federais; produção de normas; democracia";https://;https://www12.senado.leg.br/noticias/infomaterias/2024/10/com-homenagem-a-anisio-teixeira-brasil-chega-a-lei-15.000/info-normas-em-vigor-nos-ultimos-m78-anos/@@images/imagem;Leis Ordinárias Sancionadas;Grupo de Trabalho Câmara dos Deputados e Senado Federal;https://normas.leg.br/busca;2;1;Normas em vigor;Grupo de Trabalho Câmara dos Deputados e Senado Federal;https://normas.leg.br/busca;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Violência infantojuvenil: quando quem deveria proteger comete o crime;https://tribunahoje.com/especial/2025/02/11/62-violencia-infantojuvenil-quando-quem-deveria-proteger-comete-o-crime;Em Alagoas, conforme o Panorama da Violência Letal e Sexual contra Crianças e Adolescentes no Brasil, lançado no dia 13 de agosto de 2024 pelo Fundo das Nações Unidas para a Infância (Unicef) e pelo Fórum Brasileiro de Segurança Pública (FBSP), houve 522 óbitos e 2.570 casos de violência sexual. Em todo o Brasil, mais de 15 mil crianças e adolescentes, com idades entre 0 e 19 anos, foram mortos de forma violenta nos últimos três anos. No mesmo período, 165 mil meninos e meninas foram vítimas de violência sexual, compondo um cenário preocupante de violência contra crianças e adolescentes no país.;11/02/2025;Lucas França;unidades-federativas;;AL;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"violência infantojuvenil; crimes; violência sexual; mortes";https://;https://;Panorama da Violência Letal e Sexual contra Crianças e Adolescentes no Brasil;"Unicef; Fórum Brasileiro de Segurança Pública (FBSP)";https://www.unicef.org/brazil/media/16421/file/panorama-violencia-letal-sexual-contra-criancas-adolescentes-no-brasil.pdf;2;1;Painel de Dados da Ouvidoria Nacional de Direitos Humanos;Ministério dos Direitos Humanos e da Cidadania;https://www.gov.br/mdh/pt-br/ondh/painel-de-dados/2025;2;1;Sistema de Informação de Agravos de Notificação (Sinan);Secretaria de Estado de Saúde de Alagoas;https://datasus.saude.gov.br/acesso-a-informacao/doencas-e-agravos-de-notificacao-de-2007-em-diante-sinan/;2;1;Violência contra crianças e adolescentes - Alagoas;UFAL;https://ip.ufal.br/observio/panorama-da-violencia-em-alagoas/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Conhecida mundialmente como 'Paraíso das Águas', Maceió é a pior capital brasileira em saneamento básico;https://tribunahoje.com/especial/2025/05/09/72-conhecida-mundialmente-como-paraiso-das-aguas-maceio-e-a-pior-capital-brasileira-em-saneamento-basico;Maceió é a pior capital do Brasil quando o assunto é saneamento básico. A cidade ocupa a 89ª posição no Ranking Nacional do Saneamento 2024 do Instituto Trata Brasil, feito em parceria com a GO Associados, divulgado no mês passado. Entre as cidades nordestinas no ranking, Maceió se destaca com a segunda pior colocação. Perde apenas para Juazeiro do Norte, no Ceará. Na capital alagoana, apenas 28% da população é coberta pelo saneamento.;09/05/2025;Valdete Calheiros;municipios;;;Maceió (AL);;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;"saneamento básico; Novo Marco Legal do Saneamento Básico";https://;https://s3.tribunahoje.com/uploads/tribunahoje/imagens/imagem-do-whatsapp-de-2024-12-18-as-142403-1c465179.jpg;Ranking do Saneamento 2024;"Instituto Trata Brasil (ITB); GO Associados";https://tratabrasil.org.br/ranking-do-saneamento-2024/;2;1;Sistema Nacional de Informação sobre Saneamento (SNIS);Ministério das Cidades;https://www.gov.br/cidades/pt-br/acesso-a-informacao/acoes-e-programas/saneamento/snis/painel;2;1;Painel Saneamento Brasil;Instituto Trata Brasil;https://www.painelsaneamento.org.br/;2;1;Saneamento nos Municípios Brasileiros;Instituto Água e Saneamento (IAS);https://www.aguaesaneamento.org.br/municipios-e-saneamento/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Superdotação e altas habilidades: quando a inteligência vem de nascença;https://tribunahoje.com/especial/2025/04/10/71-superdotacao-e-altas-habilidades-quando-a-inteligencia-vem-de-nascenca;Alagoas tem 3.127.683 habitantes, segundo a mais recente contagem do Instituto Brasileiro de Geografia e Estatística (IBGE), realizada em 2022. Desse total, apenas 21 pessoas são oficialmente reconhecidas como portadoras de altas habilidades, ou seja, consideradas superdotadas. Dentre elas, 12 são crianças e nove, adultas. A estimativa é da Mensa, uma associação sem fins lucrativos fundada em 1946, em Oxford, na Inglaterra, que chegou ao Brasil em 2002.;10/04/2025;"Valdete Calheiros; Lucas França";unidades-federativas;;AL;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"superdotação; altas habilidades; AH/SD";https://;https://;Censo Demográfico 2022;IBGE;https://censo2022.ibge.gov.br/apps/pgi/#/mapa/;2;1;Censo Escolar 2023;INEP;https://www.gov.br/inep/pt-br/areas-de-atuacao/pesquisas-estatisticas-e-indicadores/censo-escolar/resultados;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
